cluster_id,action,unixTimeMS,timestamp,date,cluster_name,driver_node_type,node_type,num_workers,autoscale,auto_termination_minutes,enable_elastic_disk,cluster_log_conf,init_scripts,custom_tags,cluster_source,spark_env_vars,spark_conf,acl_path_prefix,instance_pool_id,spark_version,idempotency_token,organization_id,deleted_by,created_by,last_edited_by
0108-220005-slaw35,create,1610143205000,2021-01-08T22:00:05.000+0000,2021-01-08,job-49-run-39,null,Standard_DS3_v2,2,null,0,true,"{""dbfs"":{""destination"":""dbfs:/cluster-logs""}}",null,"{""JobId"":""49"",""RunName"":""Overwatch""}",null,null,"{""spark.databricks.delta.preview.enabled"":""true""}",/clusters/jobs/49/,null,6.4.x-scala2.11,jobs/job-49-run-39-attempt-1,2222170229861029,null,JobsService,null
0112-142552-corps634,create,1610461553000,2021-01-12T14:25:53.000+0000,2021-01-12,DBR with SCC & EventHubs,null,Standard_DS3_v2,2,null,60,null,"{""dbfs"":{""destination"":""dbfs:/cluster-logs""}}","[{""dbfs"":{""destination"":""dbfs:/FileStore/init-scripts/scc-init.sh""}}]",null,null,null,null,null,null,7.3.x-scala2.12,null,null,null,alexey.ott@databricks.com,null
0112-142552-corps634,edit,1610464131000,2021-01-12T15:08:51.000+0000,2021-01-12,DBR with SCC & EventHubs,Standard_DS3_v2,Standard_DS3_v2,2,null,60,true,"{""dbfs"":{""destination"":""dbfs:/cluster-logs""}}","[{""dbfs"":{""destination"":""dbfs:/FileStore/init-scripts/scc-init.sh""}}]",null,null,null,"{""spark.databricks.delta.preview.enabled"":""true"",""spark.sql.extensions"":""com.datastax.spark.connector.CassandraSparkExtensions""}",null,null,7.3.x-scala2.12,null,null,null,alexey.ott@databricks.com,alexey.ott@databricks.com
0111-220012-bun434,create,1610402412000,2021-01-11T22:00:12.000+0000,2021-01-11,job-49-run-42,null,Standard_DS3_v2,2,null,0,true,"{""dbfs"":{""destination"":""dbfs:/cluster-logs""}}",null,"{""JobId"":""49"",""RunName"":""Overwatch""}",null,null,"{""spark.databricks.delta.preview.enabled"":""true""}",/clusters/jobs/49/,null,6.4.x-scala2.11,jobs/job-49-run-42-attempt-1,2222170229861029,null,JobsService,null
0111-121400-argue502,create,1610367240000,2021-01-11T12:14:00.000+0000,2021-01-11,terraform-mount,null,Standard_F4s,1,null,10,null,null,null,null,null,null,null,null,null,6.6.x-scala2.11,null,null,null,alexey.ott@databricks.com,null
0111-060606-mercy328,create,1610345167000,2021-01-11T06:06:07.000+0000,2021-01-11,job-51-run-20,null,Standard_DS3_v2,1,null,0,true,"{""dbfs"":{""destination"":""dbfs:/cluster-logs""}}",null,"{""JobId"":""51"",""RunName"":""test_automated"",""custom"":""my_custom""}",null,null,"{""spark.databricks.delta.preview.enabled"":""true""}",/clusters/jobs/51/,null,6.4.x-scala2.11,jobs/job-51-run-20-attempt-1,2222170229861029,null,JobsService,null
1112-110804-soils854,edit,1610386847000,2021-01-11T17:40:47.000+0000,2021-01-11,Overwatch,Standard_DS3_v2,Standard_DS3_v2,1,null,60,true,"{""dbfs"":{""destination"":""dbfs:/cluster-logs""}}",null,null,null,null,"{""spark.databricks.delta.preview.enabled"":""true""}",null,null,6.6.x-scala2.11,null,null,null,alexey.ott@databricks.com,daniel.tomes@databricks.com
1112-110804-soils854,edit,1610391528000,2021-01-11T18:58:48.000+0000,2021-01-11,Overwatch,Standard_DS3_v2,Standard_DS3_v2,1,null,240,true,"{""dbfs"":{""destination"":""dbfs:/cluster-logs""}}",null,null,null,null,"{""spark.databricks.delta.preview.enabled"":""true""}",null,null,6.6.x-scala2.11,null,null,null,alexey.ott@databricks.com,daniel.tomes@databricks.com
0112-123527-chirp618,create,1610454928000,2021-01-12T12:35:28.000+0000,2021-01-12,ComsomDB & Redis,null,Standard_DS3_v2,2,null,60,null,null,null,null,null,null,null,null,null,6.4.x-scala2.11,1610454926600h29hnyba,null,null,alexey.ott@databricks.com,null
0112-123527-chirp618,edit,1610457091000,2021-01-12T13:11:31.000+0000,2021-01-12,ComsomDB & Redis,Standard_DS3_v2,Standard_DS3_v2,2,null,60,true,null,null,null,null,null,"{""spark.databricks.delta.preview.enabled"":""true"",""spark.sql.extensions"":""com.datastax.spark.connector.CassandraSparkExtensions""}",null,null,6.4.x-scala2.11,null,null,null,alexey.ott@databricks.com,alexey.ott@databricks.com
0112-123527-chirp618,edit,1610457669000,2021-01-12T13:21:09.000+0000,2021-01-12,ComsoDB & Redis,Standard_DS3_v2,Standard_DS3_v2,2,null,60,true,null,null,null,null,null,"{""spark.databricks.delta.preview.enabled"":""true"",""spark.sql.extensions"":""com.datastax.spark.connector.CassandraSparkExtensions""}",null,null,6.4.x-scala2.11,null,null,null,alexey.ott@databricks.com,alexey.ott@databricks.com
0113-060608-helps293,create,1610517968000,2021-01-13T06:06:08.000+0000,2021-01-13,job-51-run-22,null,Standard_DS3_v2,1,null,0,true,"{""dbfs"":{""destination"":""dbfs:/cluster-logs""}}",null,"{""JobId"":""51"",""RunName"":""test_automated"",""custom"":""my_custom""}",null,null,"{""spark.databricks.delta.preview.enabled"":""true""}",/clusters/jobs/51/,null,6.4.x-scala2.11,jobs/job-51-run-22-attempt-1,2222170229861029,null,JobsService,null
0112-060613-phial318,create,1610431574000,2021-01-12T06:06:14.000+0000,2021-01-12,job-51-run-21,null,Standard_DS3_v2,1,null,0,true,"{""dbfs"":{""destination"":""dbfs:/cluster-logs""}}",null,"{""JobId"":""51"",""RunName"":""test_automated"",""custom"":""my_custom""}",null,null,"{""spark.databricks.delta.preview.enabled"":""true""}",/clusters/jobs/51/,null,6.4.x-scala2.11,jobs/job-51-run-21-attempt-1,2222170229861029,null,JobsService,null
0108-162350-grill926,create,1610123031000,2021-01-08T16:23:51.000+0000,2021-01-08,job-49-run-37,null,Standard_DS3_v2,2,null,0,true,"{""dbfs"":{""destination"":""dbfs:/cluster-logs""}}",null,"{""JobId"":""49"",""RunName"":""Overwatch""}",null,null,"{""spark.databricks.delta.preview.enabled"":""true""}",/clusters/jobs/49/,null,6.4.x-scala2.11,jobs/job-49-run-37-attempt-1,2222170229861029,null,JobsService,null
0113-220013-togas596,create,1610575213000,2021-01-13T22:00:13.000+0000,2021-01-13,job-49-run-44,null,Standard_DS3_v2,2,null,0,true,"{""dbfs"":{""destination"":""dbfs:/cluster-logs""}}",null,"{""JobId"":""49"",""RunName"":""Overwatch""}",null,null,"{""spark.databricks.delta.preview.enabled"":""true""}",/clusters/jobs/49/,null,6.4.x-scala2.11,jobs/job-49-run-44-attempt-1,2222170229861029,null,JobsService,null
0113-015355-sisal15,create,1610502835000,2021-01-13T01:53:55.000+0000,2021-01-13,job-49-run-43,null,Standard_DS3_v2,2,null,0,true,"{""dbfs"":{""destination"":""dbfs:/cluster-logs""}}",null,"{""JobId"":""49"",""RunName"":""Overwatch""}",null,null,"{""spark.databricks.delta.preview.enabled"":""true""}",/clusters/jobs/49/,null,6.4.x-scala2.11,jobs/job-49-run-43-attempt-1,2222170229861029,null,JobsService,null
0108-170648-tuck458,create,1610125608000,2021-01-08T17:06:48.000+0000,2021-01-08,job-49-run-38,null,Standard_DS3_v2,2,null,0,true,"{""dbfs"":{""destination"":""dbfs:/cluster-logs""}}",null,"{""JobId"":""49"",""RunName"":""Overwatch""}",null,null,"{""spark.databricks.delta.preview.enabled"":""true""}",/clusters/jobs/49/,null,6.4.x-scala2.11,jobs/job-49-run-38-attempt-1,2222170229861029,null,JobsService,null
0112-220034-atom648,create,1610488834000,2021-01-12T22:00:34.000+0000,2021-01-12,job-49-run-43,null,Standard_DS3_v2,2,null,0,true,"{""dbfs"":{""destination"":""dbfs:/cluster-logs""}}",null,"{""JobId"":""49"",""RunName"":""Overwatch""}",null,null,"{""spark.databricks.delta.preview.enabled"":""true""}",/clusters/jobs/49/,null,6.4.x-scala2.11,jobs/job-49-run-43-attempt-1,2222170229861029,null,JobsService,null
0109-060606-clod738,create,1610172367000,2021-01-09T06:06:07.000+0000,2021-01-09,job-51-run-18,null,Standard_DS3_v2,1,null,0,true,"{""dbfs"":{""destination"":""dbfs:/cluster-logs""}}",null,"{""JobId"":""51"",""RunName"":""test_automated"",""custom"":""my_custom""}",null,null,"{""spark.databricks.delta.preview.enabled"":""true""}",/clusters/jobs/51/,null,6.4.x-scala2.11,jobs/job-51-run-18-attempt-1,2222170229861029,null,JobsService,null
0109-220006-hosed301,create,1610229607000,2021-01-09T22:00:07.000+0000,2021-01-09,job-49-run-40,null,Standard_DS3_v2,2,null,0,true,"{""dbfs"":{""destination"":""dbfs:/cluster-logs""}}",null,"{""JobId"":""49"",""RunName"":""Overwatch""}",null,null,"{""spark.databricks.delta.preview.enabled"":""true""}",/clusters/jobs/49/,null,6.4.x-scala2.11,jobs/job-49-run-40-attempt-1,2222170229861029,null,JobsService,null
0110-060607-maria548,create,1610258767000,2021-01-10T06:06:07.000+0000,2021-01-10,job-51-run-19,null,Standard_DS3_v2,1,null,0,true,"{""dbfs"":{""destination"":""dbfs:/cluster-logs""}}",null,"{""JobId"":""51"",""RunName"":""test_automated"",""custom"":""my_custom""}",null,null,"{""spark.databricks.delta.preview.enabled"":""true""}",/clusters/jobs/51/,null,6.4.x-scala2.11,jobs/job-51-run-19-attempt-1,2222170229861029,null,JobsService,null
0110-220012-roan18,create,1610316012000,2021-01-10T22:00:12.000+0000,2021-01-10,job-49-run-41,null,Standard_DS3_v2,2,null,0,true,"{""dbfs"":{""destination"":""dbfs:/cluster-logs""}}",null,"{""JobId"":""49"",""RunName"":""Overwatch""}",null,null,"{""spark.databricks.delta.preview.enabled"":""true""}",/clusters/jobs/49/,null,6.4.x-scala2.11,jobs/job-49-run-41-attempt-1,2222170229861029,null,JobsService,null
